28.036	26.96	32.13	30.5
33.969	34.351	34.559	33.692
37.231	35.808	36.988	36.398
41.742	40.007	39.833	36.433
41.395	45.871	42.956	38.793
47.641	44.761	42.297	46.391
46.183	46.322	44.24	47.085
48.855	51.735	47.051	47.12
50.763	51.284	47.779	45.385
51.284	55.933	54.06	51.631
48.161	54.511	48.924	51.353
55.517	54.684	54.025	52.186
57.044	56.731	52.741	54.233
56.003	58.987	55.482	55.378
58.952	60.514	60.652	55.76
58.432	59.611	60.375	55.101
61.138	60.652	64.018	56.731
60.548	60.826	64.955	58.917
59.577	63.74	66.031	56.974
62.63	64.504	66.933	61.173
66.378	67.071	69.119	61.589
65.545	69.292	64.885	62.561
69.362	70.472	72.38	63.498
68.529	70.715	72.38	65.406
70.958	69.847	72.623	65.892
72.935	69.709	74.046	66.204
69.882	73.074	73.768	70.16
74.566	72.276	74.948	68.494
72.103	69.813	72.241	70.507
73.109	74.983	75.087	71.548
75.087	75.26	73.942	72.068
73.282	74.08	76.648	74.497
74.15	73.803	74.67	73.04
72.207	76.162	75.85	75.815
75.677	74.219	78.314	72.727
74.497	74.879	74.566	74.15
72.415	75.121	78.071	74.289
76.128	76.058	78.14	74.462
75.746	76.232	75.052	77.099
73.387	76.301	79.251	76.405
77.03	76.371	78.765	75.538
74.427	76.336	78.799	77.412
75.33	76.787	78.973	77.446
76.926	76.683	79.146	77.099
76.787	76.926	78.626	76.752
73.248	75.85	80.014	77.377
74.323	76.648	79.285	78.071
77.967	78.418	79.563	76.371
77.897	77.516	79.702	77.238
76.301	76.752	79.979	76.787
78.21	76.544	79.355	78.799
76.96	75.746	78.487	78.071
76.232	77.828	79.771	77.585
76.475	78.591	79.875	78.001
77.897	78.105	79.181	79.875
76.613	76.371	79.91	78.626
76.683	77.203	80.985	79.875
76.544	77.481	78.973	79.979
75.954	77.62	80.638	78.938
78.557	78.522	78.626	77.169
78.834	77.03	80.638	78.001
77.585	76.752	79.632	78.071
77.828	78.938	79.042	79.251
79.251	76.891	79.979	78.73
79.077	78.175	81.714	79.216
78.001	78.973	81.02	78.348
78.105	77.897	80.951	79.459
78.348	78.314	79.875	79.077
77.724	77.273	81.679	78.557
77.377	79.632	81.124	79.875
78.522	79.598	80.881	78.904
76.579	78.071	80.743	78.036
77.516	77.793	81.714	78.834
78.904	79.424	80.153	79.251
78.487	78.244	81.783	79.216
79.493	78.557	80.361	79.84
78.383	78.591	81.471	79.216
78.661	78.695	80.326	78.73
79.528	77.863	80.222	78.799
78.279	78.175	81.437	79.563
78.071	77.481	80.5	79.146
78.765	78.105	81.888	80.083
78.73	78.036	81.332	79.251
78.487	78.938	82.026	78.973
79.355	78.418	80.361	78.765
78.904	79.84	80.916	78.73
78.522	79.702	81.332	79.563
80.361	79.355	80.534	79.146
80.604	78.557	80.638	79.563
78.314	78.904	80.777	79.563
79.112	79.459	82.408	78.799
78.834	78.626	81.957	80.049
78.73	79.736	80.43	78.973
79.355	79.285	81.783	78.348
79.216	78.557	81.263	78.522
79.285	78.765	81.714	79.424
79.702	79.598	81.194	79.251
80.187	78.973	81.471	78.869
79.216	79.008	81.228	78.21
79.771	79.216	81.61	79.771
79.251	79.112	81.402	79.216
79.667	78.73	80.708	78.626
79.667	79.008	81.957	79.459
80.014	79.771	80.604	80.534
79.84	79.216	80.604	79.181
79.355	79.251	81.61	79.251
79.216	79.598	81.853	79.702
79.632	79.771	81.402	79.806
79.806	78.73	82.235	79.563
79.598	79.667	81.506	80.049
79.91	80.118	81.61	79.042
79.944	79.736	81.888	79.216
80.291	79.806	81.575	79.424
79.528	79.146	81.194	79.702
79.875	79.528	81.922	79.667
80.361	79.702	81.888	79.736
79.077	79.632	81.714	79.459
79.563	79.146	82.2	79.459
80.187	78.834	82.616	80.222
79.875	80.083	82.235	80.326
80.222	79.216	82.235	79.459
80.187	79.528	81.783	79.806
80.396	79.528	81.645	80.083
79.875	79.459	82.235	80.187
79.771	79.146	81.506	79.598
80.083	79.598	82.061	79.667
79.702	79.632	82.547	79.493
79.702	79.84	82.477	79.771
80.049	79.736	81.957	80.222
80.43	79.285	81.853	79.598
79.667	80.985	82.79	79.979
80.396	79.875	82.755	79.285
79.355	80.222	82.339	79.285
80.604	80.153	81.645	79.632
79.251	79.563	83.414	80.361
79.598	79.979	81.783	80.014
79.077	79.528	82.547	80.118
80.083	79.632	82.686	79.216
80.257	79.91	82.929	79.598
79.736	79.389	82.963	79.875
79.875	79.598	82.477	79.667
80.534	79.632	82.824	79.875
80.049	79.702	83.38	80.326
80.291	80.083	82.79	79.806
80.5	79.84	83.033	80.083
80.604	79.736	82.408	79.944
80.777	79.563	82.72	79.32
80.083	80.049	83.414	79.806
80.257	80.396	82.443	79.736
80.118	80.361	82.582	79.875
80.5	79.84	82.79	80.222
80.43	80.291	82.373	79.771
79.91	80.326	83.067	80.014
80.083	80.534	81.957	79.91
80.049	80.5	81.818	80.396
80.187	79.493	82.304	80.153
80.326	80.43	83.067	79.875
80.465	79.944	82.477	79.875
80.396	80.083	82.894	79.736
80.361	80.257	82.72	80.326
80.153	79.84	83.171	80.187
80.187	80.014	82.651	79.979
80.396	80.049	81.888	80.534
79.632	79.702	83.067	79.598
80.153	79.736	83.171	80.153
80.361	80.326	83.484	80.291
80.291	79.459	82.72	79.875
80.222	79.806	82.859	80.326
80.708	80.326	82.963	80.187
80.083	79.91	83.241	80.049
79.806	79.667	83.033	79.979
80.604	80.326	83.345	79.979
80.396	79.667	82.894	79.979
80.534	79.702	83.38	80.153
80.083	80.361	82.165	80.222
80.43	79.84	82.443	80.291
79.736	80.361	82.824	79.979
80.396	80.396	82.72	79.702
80.118	80.291	82.686	79.91
80.43	79.806	83.241	80.222
79.944	80.083	82.824	80.326
80.187	80.222	82.304	80.257
80.257	79.806	82.998	80.396
80.5	79.875	82.79	79.528
80.118	80.43	83.171	79.563
80.257	80.396	83.206	79.979
80.5	80.049	82.79	79.875
80.5	79.944	83.033	79.944
79.632	80.187	82.616	80.083
80.396	80.222	83.137	79.736
80.014	80.326	82.824	79.979
80.118	79.944	82.824	79.806
80.222	79.702	82.859	79.632
80.153	80.396	83.345	79.667
80.604	80.049	82.512	80.187
80.187	79.806	82.963	80.187
80.326	79.702	83.067	79.944
80.465	79.702	82.755	79.598
80.569	80.222	83.449	79.736
80.396	80.118	82.963	80.083
