17.418	20.16	23.595	21.79
27.932	31.853	27.377	26.891
29.112	34.004	32.512	37.89
32.2	41.395	37.3	42.054
40.805	37.162	41.499	46.808
44.761	45.281	45.455	50.069
46.495	47.988	48.786	54.858
47.189	52.776	50.347	55.517
52.706	53.019	55.031	57.981
56.246	57.356	55.135	62.942
60.167	57.46	58.64	65.684
59.195	64.781	61.173	64.955
62.63	57.044	60.93	63.428
59.611	65.684	59.577	66.308
68.355	62.977	64.33	69.362
66.135	66.308	63.428	71.339
63.775	69.709	70.056	71.166
67.176	69.292	69.813	71.964
71.79	72.311	69.5	71.478
72.484	70.021	70.819	73.664
73.56	73.317	71.339	73.838
73.664	74.427	69.5	73.387
71.339	75.156	74.844	75.85
73.56	74.219	75.33	73.907
73.04	74.879	73.664	77.065
73.213	71.999	73.387	77.134
76.613	76.371	74.497	76.44
77.065	76.579	76.232	78.071
76.44	77.689	77.724	77.342
77.307	75.642	75.92	78.383
77.897	79.389	76.995	77.238
76.718	78.869	75.815	79.84
78.001	78.522	78.487	78.001
78.279	78.973	75.364	77.203
80.014	78.036	78.765	78.244
79.598	78.938	77.134	79.216
76.058	78.626	78.904	79.632
78.799	80.396	78.661	78.973
78.799	79.459	78.14	80.881
79.736	81.02	79.008	79.459
79.979	78.244	79.598	81.263
79.632	81.055	77.759	81.124
79.528	79.91	79.493	79.493
81.263	80.118	79.528	80.604
82.13	80.881	79.285	81.055
79.736	77.863	79.91	81.263
81.541	81.506	80.43	81.679
82.408	80.291	80.049	80.396
81.541	80.361	79.944	81.61
80.743	81.194	80.812	81.506
81.332	80.43	79.528	81.09
81.367	80.43	80.153	80.5
80.812	80.673	80.638	80.222
80.673	80.743	80.985	81.402
81.922	80.916	81.02	82.998
83.588	81.818	80.083	80.361
81.853	82.651	82.72	80.014
82.269	81.61	83.067	82.235
82.13	81.263	81.783	81.367
81.02	82.269	82.269	82.477
81.818	81.055	81.888	82.165
82.894	82.235	82.026	82.2
82.651	81.888	82.269	83.241
81.922	82.582	83.067	82.963
81.159	80.881	82.304	83.414
81.992	82.616	80.326	81.922
82.096	81.957	82.2	82.269
80.743	81.09	80.812	83.414
82.096	81.714	81.61	83.414
81.783	83.276	82.616	82.373
82.894	81.714	82.477	83.727
82.304	82.026	82.686	82.998
83.484	82.061	82.72	82.477
83.31	83.727	81.402	83.969
82.963	81.888	83.276	83.414
83.588	82.165	83.31	82.998
82.859	83.102	82.79	82.443
83.414	83.241	82.408	81.679
82.824	82.824	81.61	82.963
82.165	83.276	82.998	83.206
82.512	81.437	84.074	82.616
83.692	82.651	83.206	83.692
83.657	83.345	82.582	82.582
84.004	82.755	82.894	83.276
83.518	81.888	83.137	82.998
83.276	83.137	81.437	82.443
82.339	83.831	83.241	83.9
82.582	82.998	82.72	82.998
83.171	83.067	83.484	83.38
