26.475	26.995	24.601	26.371
32.373	31.124	29.806	35.392
44.31	42.332	42.471	41.43
50.347	49.271	46.322	44.761
51.839	57.044	53.088	51.457
59.438	59.368	53.227	58.05
61.867	56.593	60.167	56.072
62.422	64.192	61.312	60.132
63.532	65.128	63.636	60.618
66.378	67.314	63.116	65.059
68.563	68.737	63.567	63.255
67.488	66.378	67.731	67.835
70.541	71.166	69.362	68.737
70.09	73.282	68.355	71.929
73.005	72.276	70.472	71.999
71.999	73.734	72.831	71.027
73.699	70.992	72.103	73.109
74.254	75.017	75.399	73.04
75.33	75.573	73.387	73.317
72.241	74.532	76.683	75.226
77.793	75.781	77.759	77.238
75.781	78.036	75.538	76.405
75.885	78.661	77.55	75.017
79.251	79.91	77.516	78.001
79.251	77.967	75.538	78.279
76.405	79.944	77.446	78.973
78.938	79.077	76.787	78.383
80.257	79.285	79.944	77.307
72.797	78.591	79.736	78.973
80.014	79.216	78.765	80.638
77.516	80.222	78.244	79.146
79.806	77.932	79.181	79.459
78.452	80.638	81.506	78.21
80.049	80.465	80.534	81.679
81.09	79.944	79.285	81.124
79.84	80.326	77.273	79.355
81.957	81.575	81.09	79.598
80.847	80.465	80.257	80.951
80.847	82.13	78.938	80.916
80.604	80.187	80.222	80.985
82.304	80.673	79.598	81.888
80.049	81.159	81.888	80.361
79.806	82.269	81.714	81.437
81.159	80.985	81.714	82.304
80.812	81.332	81.992	81.367
80.604	82.061	80.604	82.269
82.339	80.881	79.493	81.124
81.437	83.276	82.998	82.269
81.437	82.269	81.714	81.506
83.484	80.777	81.61	82.894
81.957	82.2	79.632	81.02
81.124	84.143	82.755	80.396
82.79	82.408	80.361	81.471
81.402	82.824	79.702	81.471
82.443	83.31	81.263	82.304
83.067	82.13	81.714	82.512
82.026	84.143	82.477	83.102
82.443	81.714	81.471	82.026
81.992	82.686	82.2	82.72
82.547	82.79	81.888	81.402
81.888	83.414	81.922	81.888
82.512	81.922	82.998	81.818
81.922	83.241	82.963	81.298
82.408	82.13	82.443	82.13
82.894	82.443	82.894	82.755
83.171	82.096	83.9	82.686
82.998	82.686	83.553	83.622
83.067	82.824	82.894	82.13
84.039	83.067	82.026	83.38
83.935	83.276	82.929	82.304
84.178	82.755	82.061	82.79
82.304	83.622	82.616	84.247
83.345	82.998	83.38	83.38
83.31	83.935	83.761	82.651
82.963	82.929	81.888	83.657
82.79	83.206	83.241	83.484
83.588	83.206	82.824	83.033
83.657	82.547	82.616	82.582
83.38	81.818	82.616	83.31
83.657	83.588	83.518	84.247
83.727	82.929	82.686	83.518
84.282	84.212	83.241	82.2
84.074	84.039	83.865	83.761
84.108	84.143	83.31	83.241
84.108	83.9	83.553	84.49
84.212	83.206	83.796	83.553
83.9	83.38	83.276	83.241
84.212	83.657	82.477	83.31
83.31	83.692	83.345	83.033
83.865	82.929	82.651	83.484
83.796	83.484	83.31	83.449
83.935	84.004	82.859	83.796
83.969	82.998	82.79	84.872
83.449	84.074	82.859	85.08
84.143	83.137	83.484	85.01
83.727	83.414	83.761	84.559
83.553	83.102	83.831	83.865
83.518	84.212	83.171	83.553
84.49	83.206	83.969	84.108
83.171	83.171	84.455	83.761
83.414	83.345	83.518	83.865
84.143	83.657	83.484	84.351
84.212	83.969	84.004	84.212
84.143	84.421	83.518	84.941
83.969	84.594	84.282	83.345
84.386	84.212	83.449	83.067
83.935	84.629	83.796	84.559
84.282	84.351	83.969	84.49
83.553	84.143	83.796	84.559
84.768	84.455	83.414	85.08
84.212	84.386	83.588	84.663
84.178	84.386	83.518	83.969
84.351	84.49	83.588	83.657
84.247	84.421	83.622	84.802
83.727	84.455	83.588	84.282
84.559	84.351	83.692	84.247
84.386	84.837	83.969	84.316
84.108	84.698	83.206	84.108
84.316	85.253	82.824	84.421
84.143	84.698	83.9	84.316
83.865	85.253	84.039	84.351
84.004	84.525	82.512	84.074
84.247	84.386	83.761	83.969
84.559	84.351	83.9	84.178
84.421	84.837	83.969	84.386
84.143	84.906	83.796	84.316
84.594	84.976	83.31	84.143
84.421	84.941	84.074	84.421
83.9	84.455	83.935	84.455
84.49	84.802	84.074	83.9
84.976	85.357	84.351	83.831
84.074	84.629	84.351	84.698
84.039	84.976	83.969	84.316
84.212	84.837	83.796	84.594
84.837	84.872	84.351	84.455
84.941	85.045	83.657	84.629
84.282	85.461	83.865	84.837
84.282	84.802	83.969	85.01
84.143	85.08	83.484	84.663
84.837	85.531	83.935	84.316
84.941	84.559	83.865	84.559
84.941	85.08	84.212	83.935
84.941	84.247	83.796	84.039
84.976	84.559	84.316	84.49
84.872	85.357	84.143	83.865
84.49	85.045	84.455	84.316
84.698	84.906	83.969	84.421
85.01	84.698	83.588	84.386
84.525	84.559	83.831	84.282
84.941	84.698	84.351	85.115
84.212	84.212	84.143	84.351
84.143	84.906	84.178	84.698
84.663	84.421	84.074	85.01
84.178	85.045	85.115	84.733
84.802	85.08	84.906	85.566
84.559	84.768	84.455	85.01
84.247	84.768	84.49	84.802
84.282	85.045	84.629	84.733
84.178	85.253	84.525	84.872
84.316	84.733	84.282	84.941
84.316	85.184	84.386	85.184
84.525	85.67	84.559	85.219
84.872	85.08	84.178	85.115
84.386	85.6	84.178	84.525
84.594	84.594	84.143	84.733
84.178	84.976	84.698	84.837
84.837	85.357	84.108	85.045
84.976	85.045	84.247	84.351
84.386	85.08	83.588	84.455
84.976	85.184	84.178	85.01
84.663	85.67	84.663	84.698
85.045	85.149	84.49	84.455
84.421	85.184	84.49	84.941
84.768	85.149	84.247	84.525
84.941	85.219	84.455	85.08
84.768	84.455	84.455	84.941
84.421	85.08	84.212	84.768
84.421	84.941	84.351	84.976
84.802	84.941	84.663	85.115
85.115	85.461	83.935	85.115
84.698	84.872	84.802	84.906
84.49	85.045	84.559	84.768
84.594	84.802	84.212	85.01
84.629	85.115	84.629	84.733
84.768	85.288	84.768	85.184
84.663	85.01	84.039	85.219
85.219	85.357	84.351	84.941
84.525	85.01	84.421	85.219
84.802	85.566	84.421	84.768
84.976	85.045	84.455	85.08
84.698	84.802	84.421	84.976
84.594	85.635	83.865	85.01
84.976	85.115	84.872	85.045
84.941	85.184	84.143	85.323
84.594	85.149	84.039	84.663
84.629	85.08	84.421	84.768
84.663	85.635	84.247	85.08
84.629	85.496	84.421	84.837
84.906	85.427	84.212	85.253
85.219	85.08	84.872	84.906
