22.727	27.273	25.017	19.292
29.91	31.228	32.512	30.049
35.566	32.686	32.651	30.465
35.461	35.774	32.824	32.235
36.155	35.808	34.49	37.821
39.278	37.335	39.382	37.405
41.256	39.348	39.764	38.931
42.54	44.448	44.171	42.019
43.373	45.316	46.183	42.713
47.502	50.104	48.022	46.669
48.334	49.861	49.375	48.855
51.492	51.839	48.543	50.139
49.965	55.69	51.978	50.937
52.464	58.015	51.77	52.117
50.486	55.621	53.123	53.123
54.65	55.482	54.927	53.886
56.037	60.722	56.697	57.148
55.76	58.328	54.892	55.621
58.709	62.734	54.025	56.87
59.403	61.763	53.019	57.668
58.501	64.573	59.924	59.368
60.097	68.321	59.611	57.772
60.444	67.384	59.958	58.501
62.144	66.551	56.315	59.715
61.797	67.87	63.255	61.45
62.11	65.059	62.908	58.605
65.718	69.743	63.602	62.283
66.308	68.008	63.879	65.302
61.346	69.813	65.337	65.857
68.876	71.096	65.579	65.649
67.349	72.554	66.898	66.031
68.945	70.645	68.425	67.28
69.535	72.241	68.702	63.324
68.39	71.235	70.298	68.425
68.702	74.011	71.409	69.223
70.541	74.358	72.068	69.917
73.803	72.658	71.652	72.554
72.831	74.601	73.838	73.074
72.068	73.872	73.282	73.525
73.456	73.387	75.364	73.178
71.652	75.607	74.393	74.219
74.08	74.289	76.96	70.923
71.548	75.781	72.346	75.33
73.872	76.613	75.642	76.891
74.08	74.948	76.232	77.03
76.44	75.017	74.948	74.913
76.544	74.219	76.579	75.121
77.377	76.544	74.74	75.85
74.185	74.497	76.266	75.121
77.03	74.809	74.601	74.323
76.926	73.976	78.071	74.844
77.585	76.613	78.001	77.863
75.746	74.636	77.273	75.642
77.377	76.301	77.585	77.62
76.579	76.162	77.412	76.475
78.765	77.238	77.377	78.452
76.579	77.654	78.105	77.932
76.891	78.036	80.118	78.591
77.724	76.718	76.44	77.065
75.85	77.897	77.932	77.897
78.001	76.648	76.787	77.203
77.585	78.452	78.348	77.134
78.661	77.967	79.112	77.897
77.55	77.724	76.544	78.834
78.071	78.487	78.14	78.348
78.557	76.613	77.585	78.279
77.342	78.279	78.591	78.036
78.383	75.503	78.175	78.73
79.251	77.377	79.285	78.244
78.904	78.279	77.967	78.73
76.579	79.285	78.314	78.799
77.446	78.973	78.001	76.718
77.238	78.522	77.412	78.661
78.834	79.112	78.279	77.585
79.042	79.042	78.452	79.493
77.724	78.14	78.869	78.314
79.251	78.557	78.244	79.216
76.232	79.077	79.112	79.285
77.932	78.314	78.695	78.279
78.348	79.355	78.21	78.938
79.91	78.279	78.973	79.424
78.973	79.702	79.84	78.418
78.591	78.834	79.042	79.251
78.904	80.569	78.799	78.557
