-1.000,-1.000,4.224,0.972
-1.000,-0.900,4.141,1.013
-1.000,-0.800,4.092,1.175
-1.000,-0.700,4.072,0.932
-1.000,-0.600,4.06,1.135
-1.000,-0.500,4.071,0.77
-1.000,-0.400,4.095,0.729
-1.000,-0.300,4.156,0.77
-1.000,-0.200,4.104,0.81
-1.000,-0.100,4.138,0.81
-1.000,-0.000,4.104,0.81
-1.000,0.100,3.917,2.512
-1.000,0.200,3.758,8.874
-1.000,0.300,3.681,10.292
-1.000,0.400,3.619,10.332
-1.000,0.500,3.572,9.927
-1.000,0.600,3.543,10.9
-1.000,0.700,3.532,11.994
-1.000,0.800,3.531,13.006
-1.000,0.900,3.553,12.885
-1.000,1.000,3.594,12.601
-0.900,-1.000,4.157,0.81
-0.900,-0.900,4.112,0.851
-0.900,-0.800,4.088,0.891
-0.900,-0.700,4.071,1.094
-0.900,-0.600,4.079,0.81
-0.900,-0.500,4.115,0.729
-0.900,-0.400,4.184,0.81
-0.900,-0.300,4.135,0.81
-0.900,-0.200,4.192,0.81
-0.900,-0.100,4.163,0.81
-0.900,-0.000,3.954,3.323
-0.900,0.100,3.769,6.118
-0.900,0.200,3.659,11.994
-0.900,0.300,3.567,15.276
-0.900,0.400,3.492,17.342
-0.900,0.500,3.437,15.032
-0.900,0.600,3.426,14.222
-0.900,0.700,3.427,14.627
-0.900,0.800,3.462,15.194
-0.900,0.900,3.512,14.384
-0.900,1.000,3.567,12.682
-0.800,-1.000,4.137,0.81
-0.800,-0.900,4.105,0.851
-0.800,-0.800,4.078,0.972
-0.800,-0.700,4.078,0.891
-0.800,-0.600,4.131,0.81
-0.800,-0.500,4.204,0.81
-0.800,-0.400,4.172,0.81
-0.800,-0.300,4.241,0.81
-0.800,-0.200,4.215,0.851
-0.800,-0.100,3.993,3.768
-0.800,-0.000,3.779,5.389
-0.800,0.100,3.641,12.156
-0.800,0.200,3.516,17.788
-0.800,0.300,3.393,21.718
-0.800,0.400,3.3,23.096
-0.800,0.500,3.255,21.88
-0.800,0.600,3.271,19.125
-0.800,0.700,3.321,17.747
-0.800,0.800,3.395,16.775
-0.800,0.900,3.468,14.992
-0.800,1.000,3.536,13.169
-0.700,-1.000,4.134,0.81
-0.700,-0.900,4.092,0.81
-0.700,-0.800,4.081,0.891
-0.700,-0.700,4.145,0.81
-0.700,-0.600,4.228,0.81
-0.700,-0.500,4.229,0.81
-0.700,-0.400,4.298,0.81
-0.700,-0.300,4.281,0.851
-0.700,-0.200,4.049,3.647
-0.700,-0.100,3.807,5.227
-0.700,-0.000,3.626,11.588
-0.700,0.100,3.462,18.476
-0.700,0.200,3.295,24.514
-0.700,0.300,3.13,30.065
-0.700,0.400,3.028,34.927
-0.700,0.500,3.03,32.739
-0.700,0.600,3.097,26.216
-0.700,0.700,3.203,21.394
-0.700,0.800,3.32,19.165
-0.700,0.900,3.422,16.572
-0.700,1.000,3.51,13.371
-0.600,-1.000,4.119,0.81
-0.600,-0.900,4.092,1.094
-0.600,-0.800,4.171,0.81
-0.600,-0.700,4.262,0.81
-0.600,-0.600,4.297,0.81
-0.600,-0.500,4.376,0.81
-0.600,-0.400,4.36,0.81
-0.600,-0.300,4.13,3.282
-0.600,-0.200,3.852,5.186
-0.600,-0.100,3.632,10.454
-0.600,-0.000,3.427,18.395
-0.600,0.100,3.206,24.959
-0.600,0.200,2.943,36.102
-0.600,0.300,2.726,46.677
-0.600,0.400,2.678,49.797
-0.600,0.500,2.755,45.583
-0.600,0.600,2.91,35.089
-0.600,0.700,3.087,26.864
-0.600,0.800,3.251,21.84
-0.600,0.900,3.376,18.071
-0.600,1.000,3.474,14.303
-0.500,-1.000,4.093,1.013
-0.500,-0.900,4.186,0.81
-0.500,-0.800,4.315,0.81
-0.500,-0.700,4.388,0.81
-0.500,-0.600,4.482,0.81
-0.500,-0.500,4.457,0.81
-0.500,-0.400,4.224,2.147
-0.500,-0.300,3.914,4.862
-0.500,-0.200,3.661,9.076
-0.500,-0.100,3.416,17.22
-0.500,-0.000,3.13,26.459
-0.500,0.100,2.77,41.491
-0.500,0.200,2.438,57.334
-0.500,0.300,2.273,65.113
-0.500,0.400,2.31,64.789
-0.500,0.500,2.495,57.415
-0.500,0.600,2.75,41.856
-0.500,0.700,2.996,30.065
-0.500,0.800,3.196,23.379
-0.500,0.900,3.341,19.449
-0.500,1.000,3.458,15.357
-0.400,-1.000,4.194,0.81
-0.400,-0.900,4.375,0.81
-0.400,-0.800,4.498,0.81
-0.400,-0.700,4.609,0.81
-0.400,-0.600,4.572,0.81
-0.400,-0.500,4.329,1.175
-0.400,-0.400,3.998,4.579
-0.400,-0.300,3.712,8.671
-0.400,-0.200,3.432,15.924
-0.400,-0.100,3.079,28.201
-0.400,-0.000,2.641,44.854
-0.400,0.100,2.201,63.776
-0.400,0.200,1.945,76.337
-0.400,0.300,1.907,78.768
-0.400,0.400,2.038,74.433
-0.400,0.500,2.318,64.627
-0.400,0.600,2.645,46.515
-0.400,0.700,2.934,32.415
-0.400,0.800,3.159,24.352
-0.400,0.900,3.327,19.692
-0.400,1.000,3.453,15.964
-0.300,-1.000,4.439,0.81
-0.300,-0.900,4.6,0.81
-0.300,-0.800,4.737,0.81
-0.300,-0.700,4.699,0.81
-0.300,-0.600,4.437,0.891
-0.300,-0.500,4.086,4.092
-0.300,-0.400,3.771,8.306
-0.300,-0.300,3.456,15.478
-0.300,-0.200,3.056,29.781
-0.300,-0.100,2.553,46.029
-0.300,-0.000,2.056,68.233
-0.300,0.100,1.758,80.267
-0.300,0.200,1.681,84.198
-0.300,0.300,1.726,83.266
-0.300,0.400,1.914,78.566
-0.300,0.500,2.241,66.613
-0.300,0.600,2.609,47.245
-0.300,0.700,2.917,33.023
-0.300,0.800,3.158,24.068
-0.300,0.900,3.336,19.571
-0.300,1.000,3.47,16.045
-0.200,-1.000,4.713,0.81
-0.200,-0.900,4.855,0.81
-0.200,-0.800,4.812,0.81
-0.200,-0.700,4.54,0.81
-0.200,-0.600,4.169,2.674
-0.200,-0.500,3.826,7.131
-0.200,-0.400,3.477,14.587
-0.200,-0.300,3.052,30.754
-0.200,-0.200,2.509,48.46
-0.200,-0.100,1.982,70.381
-0.200,-0.000,1.69,82.658
-0.200,0.100,1.603,86.062
-0.200,0.200,1.609,86.183
-0.200,0.300,1.688,83.914
-0.200,0.400,1.9,77.877
-0.200,0.500,2.252,64.749
-0.200,0.600,2.636,45.746
-0.200,0.700,2.948,32.334
-0.200,0.800,3.185,23.541
-0.200,0.900,3.369,18.963
-0.200,1.000,3.507,15.438
-0.100,-1.000,4.947,0.81
-0.100,-0.900,4.898,0.81
-0.100,-0.800,4.621,0.81
-0.100,-0.700,4.236,1.499
-0.100,-0.600,3.87,5.429
-0.100,-0.500,3.514,13.776
-0.100,-0.400,3.051,29.133
-0.100,-0.300,2.492,49.797
-0.100,-0.200,1.962,70.746
-0.100,-0.100,1.664,83.509
-0.100,-0.000,1.587,86.831
-0.100,0.100,1.575,87.277
-0.100,0.200,1.602,85.616
-0.100,0.300,1.715,82.293
-0.100,0.400,1.98,73.906
-0.100,0.500,2.345,59.36
-0.100,0.600,2.715,42.18
-0.100,0.700,3.019,30.024
-0.100,0.800,3.251,21.556
-0.100,0.900,3.42,17.788
-0.100,1.000,3.553,14.749
-0.000,-1.000,4.955,0.81
-0.000,-0.900,4.663,0.81
-0.000,-0.800,4.259,1.256
-0.000,-0.700,3.889,3.363
-0.000,-0.600,3.537,12.034
-0.000,-0.500,3.081,28.201
-0.000,-0.400,2.537,50.243
-0.000,-0.300,2.016,69.489
-0.000,-0.200,1.696,82.212
-0.000,-0.100,1.587,87.075
-0.000,-0.000,1.571,87.723
-0.000,0.100,1.583,86.548
-0.000,0.200,1.653,83.995
-0.000,0.300,1.821,78.201
-0.000,0.400,2.12,68.152
-0.000,0.500,2.497,51.945
-0.000,0.600,2.848,36.791
-0.000,0.700,3.125,26.256
-0.000,0.800,3.337,20.138
-0.000,0.900,3.491,16.613
-0.000,1.000,3.602,13.655
0.100,-1.000,4.679,0.81
0.100,-0.900,4.264,0.972
0.100,-0.800,3.901,2.553
0.100,-0.700,3.565,11.71
0.100,-0.600,3.164,27.755
0.100,-0.500,2.654,48.501
0.100,-0.400,2.157,65.964
0.100,-0.300,1.78,79.943
0.100,-0.200,1.606,86.386
0.100,-0.100,1.57,87.277
0.100,-0.000,1.58,86.75
0.100,0.100,1.631,83.712
0.100,0.200,1.754,80.186
0.100,0.300,2.0,70.583
0.100,0.400,2.332,58.752
0.100,0.500,2.687,43.233
0.100,0.600,2.999,31.118
0.100,0.700,3.242,23.096
0.100,0.800,3.424,19.003
0.100,0.900,3.553,15.194
0.100,1.000,3.651,11.953
0.200,-1.000,4.27,0.81
0.200,-0.900,3.916,2.593
0.200,-0.800,3.615,10.251
0.200,-0.700,3.292,24.797
0.200,-0.600,2.879,41.856
0.200,-0.500,2.409,60.454
0.200,-0.400,1.986,75.567
0.200,-0.300,1.708,83.671
0.200,-0.200,1.603,86.467
0.200,-0.100,1.599,85.981
0.200,-0.000,1.642,84.238
0.200,0.100,1.761,79.741
0.200,0.200,1.968,72.083
0.200,0.300,2.258,60.94
0.200,0.400,2.59,48.582
0.200,0.500,2.907,35.008
0.200,0.600,3.163,26.499
0.200,0.700,3.361,20.867
0.200,0.800,3.504,17.382
0.200,0.900,3.612,14.303
0.200,1.000,3.697,11.264
0.300,-1.000,3.942,2.31
0.300,-0.900,3.668,9.603
0.300,-0.800,3.428,19.692
0.300,-0.700,3.133,32.78
0.300,-0.600,2.753,50.162
0.300,-0.500,2.352,64.911
0.300,-0.400,1.988,78.079
0.300,-0.300,1.764,83.752
0.300,-0.200,1.692,84.198
0.300,-0.100,1.712,82.374
0.300,-0.000,1.808,79.214
0.300,0.100,1.99,72.042
0.300,0.200,2.255,62.034
0.300,0.300,2.55,49.919
0.300,0.400,2.845,38.25
0.300,0.500,3.102,29.417
0.300,0.600,3.304,23.582
0.300,0.700,3.462,19.53
0.300,0.800,3.579,16.572
0.300,0.900,3.667,13.371
0.300,1.000,3.735,10.251
0.400,-1.000,3.725,7.334
0.400,-0.900,3.543,14.951
0.400,-0.800,3.347,23.136
0.400,-0.700,3.1,34.603
0.400,-0.600,2.785,49.716
0.400,-0.500,2.454,62.034
0.400,-0.400,2.159,73.582
0.400,-0.300,1.983,77.998
0.400,-0.200,1.927,78.485
0.400,-0.100,1.982,74.716
0.400,-0.000,2.118,68.476
0.400,0.100,2.336,60.089
0.400,0.200,2.587,48.906
0.400,0.300,2.842,38.29
0.400,0.400,3.08,30.47
0.400,0.500,3.273,25.405
0.400,0.600,3.427,21.11
0.400,0.700,3.548,18.112
0.400,0.800,3.641,14.992
0.400,0.900,3.715,12.48
0.400,1.000,3.767,9.846
0.500,-1.000,3.633,11.183
0.500,-0.900,3.504,16.694
0.500,-0.800,3.357,22.002
0.500,-0.700,3.168,32.131
0.500,-0.600,2.936,42.788
0.500,-0.500,2.69,52.147
0.500,-0.400,2.477,61.062
0.500,-0.300,2.343,64.911
0.500,-0.200,2.311,65.073
0.500,-0.100,2.375,60.211
0.500,-0.000,2.519,53.485
0.500,0.100,2.704,44.206
0.500,0.200,2.897,36.426
0.500,0.300,3.093,31.24
0.500,0.400,3.27,26.256
0.500,0.500,3.409,21.961
0.500,0.600,3.532,18.112
0.500,0.700,3.621,15.478
0.500,0.800,3.701,13.088
0.500,0.900,3.756,10.413
0.500,1.000,3.802,8.185
0.600,-1.000,3.611,11.71
0.600,-0.900,3.53,16.207
0.600,-0.800,3.427,20.259
0.600,-0.700,3.287,27.107
0.600,-0.600,3.128,34.036
0.600,-0.500,2.961,39.465
0.600,-0.400,2.822,43.558
0.600,-0.300,2.74,45.746
0.600,-0.200,2.722,45.502
0.600,-0.100,2.779,41.977
0.600,-0.000,2.88,37.48
0.600,0.100,3.018,33.63
0.600,0.200,3.157,29.579
0.600,0.300,3.301,26.216
0.600,0.400,3.423,22.569
0.600,0.500,3.532,18.598
0.600,0.600,3.616,16.086
0.600,0.700,3.687,13.169
0.600,0.800,3.749,11.183
0.600,0.900,3.794,8.752
0.600,1.000,3.831,7.536
0.700,-1.000,3.634,10.575
0.700,-0.900,3.577,14.182
0.700,-0.800,3.508,17.869
0.700,-0.700,3.413,22.609
0.700,-0.600,3.309,27.512
0.700,-0.500,3.208,31.321
0.700,-0.400,3.12,33.833
0.700,-0.300,3.07,34.36
0.700,-0.200,3.056,34.603
0.700,-0.100,3.098,32.739
0.700,-0.000,3.168,30.146
0.700,0.100,3.259,27.593
0.700,0.200,3.36,24.797
0.700,0.300,3.454,21.475
0.700,0.400,3.544,18.639
0.700,0.500,3.624,15.235
0.700,0.600,3.687,12.723
0.700,0.700,3.741,10.575
0.700,0.800,3.788,9.157
0.700,0.900,3.826,7.536
0.700,1.000,3.853,6.483
0.800,-1.000,3.676,8.793
0.800,-0.900,3.635,11.345
0.800,-0.800,3.584,14.506
0.800,-0.700,3.52,17.666
0.800,-0.600,3.454,21.232
0.800,-0.500,3.388,24.23
